lemma,Level,pos,is_stop,frequency
beardless,Advanced / Unknown,ADJ,False,1
bootless,Advanced / Unknown,ADJ,False,2
neat,B1,ADJ,False,1
highland,Advanced / Unknown,NOUN,False,3
hillside,Advanced / Unknown,NOUN,False,9
heavy,A1,ADJ,False,52
flat,A1,ADJ,False,39
riverside,Advanced / Unknown,NOUN,False,1
fair,A1,ADJ,False,109
slim,A2,ADJ,False,1
lover,B2,NOUN,False,3
tree,B2,NOUN,False,322
woodland,Advanced / Unknown,NOUN,False,11
foothill,Advanced / Unknown,NOUN,False,4
roam,B1,VERB,False,6
weathertop,Tolkien Lore (Names/Places),PROPN,False,27
wilderland,Tolkien Lore (Names/Places),PROPN,False,14
normal,A1,ADJ,False,1
representative,B1,ADJ,False,1
variety,A2,NOUN,False,4
ancestral,Advanced / Unknown,ADJ,False,2
habit,A2,NOUN,False,6
tunnel,B1,NOUN,False,18
hole,A2,NOUN,False,49
bank,B1,NOUN,False,83
follow,B2,VERB,False,141
loudwater,Tolkien Lore (Names/Places),PROPN,False,5
southwards,Advanced / Unknown,ADV,False,27
dwelt,Tolkien Lore (Names/Places),ADV,False,5
tharbad,Tolkien Lore (Names/Places),PROPN,False,3
border,B2,NOUN,False,51
dunland,Tolkien Lore (Names/Places),PROPN,False,3
northerly,Advanced / Unknown,ADJ,False,2
friendly,B2,ADJ,False,16
song,B1,NOUN,False,88
handicraft,A1,NOUN,False,1
hunting,A2,NOUN,False,6
cross,B1,VERB,False,49
rivendell,Tolkien Lore (Names/Places),PROPN,False,87
hoarwell,Tolkien Lore (Names/Places),PROPN,False,5
mingle,C1,VERB,False,7
bold,A2,ADJ,False,9
adventurous,B2,ADJ,False,3
leader,B2,NOUN,False,13
chieftain,Advanced / Unknown,NOUN,False,7
clan,C1,NOUN,False,1
stoor,Advanced / Unknown,NOUN,False,2
strong,A2,ADJ,False,74
fallohidish,Tolkien Lore (Names/Places),PROPN,False,1
strain,A2,NOUN,False,7
tooks,Tolkien Lore (Names/Places),PROPN,False,9
masters,Tolkien Lore (Names/Places),PROPN,False,2
buckland,Tolkien Lore (Names/Places),PROPN,False,30
westland,Advanced / Unknown,NOUN,False,1
lune,Tolkien Lore (Names/Places),PROPN,False,2
remnant,Advanced / Unknown,NOUN,False,5
dunedain,Tolkien Lore (Names/Places),PROPN,False,9
king,B1,NOUN,False,74
westernesse,Tolkien Lore (Names/Places),PROPN,False,9
fast,A1,ADV,False,39
kingdom,B2,PROPN,False,15
wide,C1,ADJ,False,100
waste,A1,NOUN,False,14
room,A2,NOUN,False,54
spare,A1,VERB,False,14
incomer,Advanced / Unknown,NOUN,False,1
ere,Tolkien Lore (Names/Places),VERB,False,28
community,B1,NOUN,False,1
endure,B1,VERB,False,15
size,B2,NOUN,False,9
bree,Tolkien Lore (Names/Places),PROPN,False,108
chetwood,Tolkien Lore (Names/Places),PROPN,False,4
round,A1,ADV,False,147
forty,B1,NUM,True,9
mile,B1,NOUN,False,67
learn,B1,VERB,False,56
manner,B1,NOUN,False,4
turn,A2,NOUN,False,222
whatever,A1,DET,True,28
ever,B2,ADV,True,177
speech,B2,PROPN,False,24
westron,Tolkien Lore (Names/Places),PROPN,False,3
current,B1,ADJ,False,8
through,A2,ADP,True,225
arnor,Tolkien Lore (Names/Places),PROPN,False,4
gondor,Tolkien Lore (Names/Places),PROPN,False,42
coast,A1,NOUN,False,2
belfalas,Tolkien Lore (Names/Places),PROPN,False,3
month,B1,NOUN,False,12
store,A1,NOUN,False,9
personal,B2,ADJ,False,1
reckoning,Advanced / Unknown,NOUN,False,14
thousand,B1,NUM,False,10
hundred,B2,NUM,True,39
fallohide,Tolkien Lore (Names/Places),PROPN,False,2
brother,A2,NOUN,False,9
marcho,Tolkien Lore (Names/Places),PROPN,False,1
blanco,Tolkien Lore (Names/Places),PROPN,False,1
set_out,Advanced / Unknown,VERB,False,31
having,Advanced / Unknown,AUX,False,5
obtain,A1,VERB,False,7
permission,B1,NOUN,False,3
fornost,Tolkien Lore (Names/Places),PROPN,False,4
relate,B2,VERB,False,7
argeleb,Tolkien Lore (Names/Places),PROPN,False,2
ii,Tolkien Lore (Names/Places),PROPN,False,3
twentieth,Advanced / Unknown,NOUN,False,3
northern,B1,ADJ,False,32
arvedui,Tolkien Lore (Names/Places),PROPN,False,2
baranduin,Tolkien Lore (Names/Places),PROPN,False,2
bridge,B1,PROPN,False,58
stonebows,Tolkien Lore (Names/Places),PROPN,False,1
power,B1,NOUN,False,114
take_beyond,Advanced / Unknown,VERB,False,1
dwell_in,Advanced / Unknown,VERB,False,1
demand,B1,VERB,False,9
repair,A2,NOUN,False,2
road,A2,NOUN,False,278
speed,A1,VERB,False,28
messenger,B1,NOUN,False,16
acknowledge,B1,VERB,False,2
lordship,Advanced / Unknown,NOUN,False,2
brandywine,Tolkien Lore (Names/Places),PROPN,False,29
date,A2,NOUN,False,6
reckon,B1,VERB,False,17
add,A2,VERB,False,29
western,B1,ADJ,False,35
subject,B2,NOUN,False,2
meddle,Advanced / Unknown,VERB,False,3
outside,A2,ADV,False,52
battle,B2,NOUN,False,15
witch,Tolkien Lore (Names/Places),PROPN,False,1
angmar,Tolkien Lore (Names/Places),PROPN,False,4
send,A2,VERB,False,44
bowman,Tolkien Lore (Names/Places),NOUN,False,3
aid,B1,NOUN,False,21
maintain,B2,VERB,False,6
choose,B2,VERB,False,53
chief,A1,NOUN,False,26
thain,Tolkien Lore (Names/Places),PROPN,False,7
authority,A2,NOUN,False,5
prosper,B1,VERB,False,1
multiply,A2,VERB,False,5
plague,A2,PROPN,False,4
s.r,Tolkien Lore (Names/Places),PROPN,False,7
winter,C1,PROPN,False,28
famine,Advanced / Unknown,NOUN,False,1
perish,Advanced / Unknown,VERB,False,16
dearth,Advanced / Unknown,ADJ,False,1
accustomed,C1,ADJ,False,3
plenty,B1,NOUN,False,8
rich,B2,ADJ,False,17
kindly,B1,ADV,False,10
desert,B2,VERB,False,5
enter,B1,VERB,False,34
cornland,Advanced / Unknown,NOUN,False,1
vineyard,Advanced / Unknown,NOUN,False,1
wood,C1,NOUN,False,132
league,B1,NOUN,False,22
stretch,B1,VERB,False,11
downs,Tolkien Lore (Names/Places),PROPN,False,2
fifty,A1,NUM,True,8
moor,C2,NOUN,False,9
marsh,Advanced / Unknown,NOUN,False,10
district,B2,NOUN,False,5
business,B1,NOUN,False,37
pleasant,B1,ADJ,False,18
corner,B1,NOUN,False,43
ply,Advanced / Unknown,VERB,False,2
living,A2,NOUN,False,16
heed,Advanced / Unknown,VERB,False,18
where,B2,SCONJ,True,251
right,B1,NOUN,False,147
sensible,A2,ADJ,False,2
ignore,B1,VERB,False,3
guardians,Tolkien Lore (Names/Places),PROPN,False,1
labour,A1,NOUN,False,8
shelter,A2,VERB,False,14
cease,A2,VERB,False,12
remember,B1,VERB,False,75
warlike,Advanced / Unknown,ADJ,False,1
fight,A2,VERB,False,12
themselves,B1,PRON,True,55
olden,Advanced / Unknown,ADJ,False,1
oblige,C1,VERB,False,7
open,B1,VERB,False,125
within,C1,ADP,True,19
memory,B1,NOUN,False,51
greenfields,Tolkien Lore (Names/Places),PROPN,False,1
rout,Advanced / Unknown,VERB,False,2
invasion,B1,NOUN,False,3
orcs,Tolkien Lore (Names/Places),PROPN,False,31
weather,A2,NOUN,False,35
milder,Advanced / Unknown,ADJ,False,1
wolf,C1,NOUN,False,39
raven,Advanced / Unknown,VERB,False,1
bitter,B1,ADJ,False,10
white,C1,ADJ,False,174
grandfather,B2,NOUN,False,2
weapon,A2,NOUN,False,18
trophy,B2,NOUN,False,1
hang,B1,VERB,False,36
above,A2,ADP,True,117
hearth,Advanced / Unknown,NOUN,False,11
wall,A1,NOUN,False,103
museum,B2,NOUN,False,2
michel,Tolkien Lore (Names/Places),PROPN,False,9
delving,Tolkien Lore (Names/Places),PROPN,False,8
mathom,Tolkien Lore (Names/Places),PROPN,False,7
anything,B1,PRON,True,67
immediate,B1,ADJ,False,2
unwilling,A1,ADJ,False,2
throw,B1,VERB,False,34
dwelling,Advanced / Unknown,NOUN,False,11
crowded,A2,ADJ,False,2
sort,A2,NOUN,False,30
ease,A2,NOUN,False,7
curiously,B1,ADV,False,6
difficult,A2,ADJ,False,20
daunt,C1,VERB,False,3
kill,A2,VERB,False,12
unwearyingly,Advanced / Unknown,ADV,False,1
put,A2,VERB,True,80
rough,B1,ADJ,False,10
handling,Advanced / Unknown,NOUN,False,1
grief,A1,NOUN,False,16
foe,Advanced / Unknown,NOUN,False,16
astonish,B1,VERB,False,2
belly,B2,NOUN,False,2
feed,A1,VERB,False,3
slow,B1,ADJ,False,36
quarrel,B1,VERB,False,4
sport,A1,NOUN,False,1
doughty,Advanced / Unknown,ADJ,False,2
bay,A1,NOUN,False,6
handle,B1,VERB,False,8
arm,B1,NOUN,False,74
shoot,A1,VERB,False,12
bow,A2,NOUN,False,53
keen,B1,ADJ,False,20
sure,B1,ADJ,False,49
mark,A2,NOUN,False,38
arrow,A1,NOUN,False,23
stoop,Advanced / Unknown,VERB,False,24
stone,B1,NOUN,False,155
quickly,B2,ADV,False,59
cover,A2,NOUN,False,28
trespassing,Advanced / Unknown,NOUN,False,4
beast,A1,NOUN,False,31
originally,B1,ADV,False,3
ground,B2,NOUN,False,93
believe,B1,VERB,False,45
adopt,B2,VERB,False,3
form,A1,NOUN,False,22
abode,Advanced / Unknown,NOUN,False,3
poor,B2,ADJ,False,39
burrow,Advanced / Unknown,NOUN,False,4
primitive,B2,ADJ,False,1
mere,B1,ADJ,False,11
window,C1,NOUN,False,68
construct,B1,VERB,False,1
luxurious,B2,ADJ,False,1
version,A2,NOUN,False,2
digging,Advanced / Unknown,NOUN,False,1
suitable,A1,ADJ,False,3
site,B1,NOUN,False,1
ramifying,Advanced / Unknown,NOUN,False,1
smial,Advanced / Unknown,NOUN,False,5
everywhere,B1,ADV,True,4
low,B1,ADV,False,85
hilly,Advanced / Unknown,ADJ,False,2
village,B2,NOUN,False,20
hobbiton,Tolkien Lore (Names/Places),PROPN,False,36
tuckborough,Tolkien Lore (Names/Places),PROPN,False,2
township,Advanced / Unknown,NOUN,False,1
delve,Advanced / Unknown,VERB,False,7
brick,B2,NOUN,False,5
favour,A1,VERB,False,4
roper,Advanced / Unknown,NOUN,False,1
cartwright,Advanced / Unknown,NOUN,False,1
accustom,B2,VERB,False,2
shed,B1,NOUN,False,2
workshop,C1,NOUN,False,2
farmhouse,Advanced / Unknown,NOUN,False,2
barn,A2,NOUN,False,1
begin_down,Advanced / Unknown,VERB,False,1
inhabitant,A2,NOUN,False,11
marish,Tolkien Lore (Names/Places),PROPN,False,9
quarter,B2,NOUN,False,6
eastfarthing,Tolkien Lore (Names/Places),PROPN,False,8
legged,Advanced / Unknown,ADJ,False,2
boot,A2,NOUN,False,18
muddy,B2,ADJ,False,4
blood,A1,NOUN,False,12
show,A2,VERB,False,54
chin,A1,NOUN,False,6
trace,B1,NOUN,False,10
afterwards,B2,ADV,True,17
come_up,Advanced / Unknown,VERB,False,21
up,A1,ADP,True,605
elsewhere,B2,ADV,True,6
probable,B1,ADJ,False,2
building,B1,NOUN,False,6
kindred,Tolkien Lore (Names/Places),PROPN,False,14
forsake,Advanced / Unknown,VERB,False,7
grey,A2,PROPN,False,136
havens,Tolkien Lore (Names/Places),PROPN,False,9
tower,B1,NOUN,False,51
immemorial,Advanced / Unknown,ADJ,False,1
hills,Tolkien Lore (Names/Places),PROPN,False,4
march,A1,NOUN,False,29
shine,A2,VERB,False,43
off,B1,ADV,True,224
moonlight,A2,NOUN,False,8
furth,Advanced / Unknown,ADJ,False,2
alone,A1,ADV,True,88
upon,B2,SCONJ,True,265
mound,Advanced / Unknown,NOUN,False,16
westfarthing,Tolkien Lore (Names/Places),PROPN,False,3
lop,Advanced / Unknown,NOUN,False,1
climb,B1,VERB,False,83
sail,A2,VERB,False,16
regard,A2,VERB,False,9
boat,B1,NOUN,False,103
misgiving,Advanced / Unknown,NOUN,False,3
swim,A2,VERB,False,15
lengthen,A2,VERB,False,5
afraid,B1,ADJ,False,57
distrustful,Advanced / Unknown,ADJ,False,1
dealing,Advanced / Unknown,NOUN,False,7
fear,B1,NOUN,False,165
token,Advanced / Unknown,NOUN,False,7
death,B2,NOUN,False,19
hill,B1,NOUN,False,227
usually,B2,ADV,False,16
comfortable,A2,ADJ,False,13
imitation,B2,NOUN,False,4
thatched,Advanced / Unknown,ADJ,False,3
dry,B1,ADJ,False,19
grass,B2,NOUN,False,92
straw,B1,NOUN,False,2
roof,B1,VERB,False,30
turf,Advanced / Unknown,NOUN,False,13
bulge,Advanced / Unknown,VERB,False,1
stage,B1,NOUN,False,9
alter,B1,VERB,False,5
improve,B1,VERB,False,4
device,A1,NOUN,False,4
preference,B2,NOUN,False,1
door,A2,NOUN,False,179
peculiarity,Advanced / Unknown,NOUN,False,1
architecture,B1,NOUN,False,1
inhabit,B1,VERB,False,2
baggins,Tolkien Lore (Names/Places),PROPN,False,66
bachelor,Advanced / Unknown,NOUN,False,1
exceptional,A2,ADJ,False,2
sometimes,A2,ADV,True,21
brandybucks,Tolkien Lore (Names/Places),PROPN,False,13
brandy,Tolkien Lore (Names/Places),PROPN,False,13
hall,A2,PROPN,False,80
generation,B1,NOUN,False,6
comparative,B1,ADJ,False,1
together,B1,ADV,True,79
mansion,B1,NOUN,False,2
clannish,Advanced / Unknown,ADJ,False,1
reckon_up,Advanced / Unknown,VERB,False,1
care,A1,NOUN,False,35
elaborate,C1,ADJ,False,1
innumerable,Advanced / Unknown,ADJ,False,3
degree,B2,NOUN,False,1
impossible,B2,ADJ,False,9
member,B2,NOUN,False,12
exceedingly,Advanced / Unknown,ADV,False,5
dull,B1,ADJ,False,13
accurate,B1,ADJ,False,1
fill,B2,VERB,False,57
square,B1,ADJ,False,4
contradiction,A2,NOUN,False,1
pipe,A1,NOUN,False,17
weed,B1,NOUN,False,10
astonishing,A2,ADJ,False,4
must,A1,AUX,True,254
imbibe,Advanced / Unknown,VERB,False,1
inhale,B1,VERB,False,1
clay,Advanced / Unknown,NOUN,False,2
smoke,A2,NOUN,False,43
burn,A1,VERB,False,36
leaf,B1,NOUN,False,99
herb,A1,NOUN,False,7
probably,B1,ADV,False,25
nicotiana,Tolkien Lore (Names/Places),PROPN,False,1
mystery,B2,NOUN,False,2
surround,B2,VERB,False,5
origin,B2,NOUN,False,5
antiquity,C2,NOUN,False,1
meriadoc,Tolkien Lore (Names/Places),PROPN,False,8
brandybuck,Tolkien Lore (Names/Places),PROPN,False,21
master,A2,PROPN,False,89
tobacco,B2,NOUN,False,1
southfarthing,Tolkien Lore (Names/Places),PROPN,False,5
play,B1,VERB,False,18
remark,A1,NOUN,False,7
introduction,A2,NOUN,False,1
herblore,Advanced / Unknown,NOUN,False,2
quote,B1,VERB,False,1
claim,A2,VERB,False,11
invention,B2,NOUN,False,2
grant,A2,VERB,False,3
various,B1,ADJ,True,15
fouler,Advanced / Unknown,NOUN,False,1
sweet,B1,ADJ,False,25
agree,B1,VERB,False,16
tobold,Tolkien Lore (Names/Places),PROPN,False,1
hornblower,Tolkien Lore (Names/Places),PROPN,False,2
longbottom,Tolkien Lore (Names/Places),PROPN,False,3
garden,B2,NOUN,False,32
toby,Tolkien Lore (Names/Places),PROPN,False,2
southern,B2,PROPN,False,23
star,A2,PROPN,False,127
how,A2,SCONJ,True,114
plant,A2,NOUN,False,14
die,A2,VERB,False,29
traveller,B2,NOUN,False,36
quite,B2,ADV,True,65
slope,B2,NOUN,False,58
actual,B1,ADJ,False,2
smoker,A2,NOUN,False,1
everything,B2,PRON,True,28
refer,B2,VERB,False,8
colonist,Advanced / Unknown,NOUN,False,1
likely,A2,ADJ,False,19
genuine,A2,ADJ,False,1
spread,A2,VERB,False,16
recent,B2,ADJ,False,5
century,A1,NOUN,False,6
rangers,Tolkien Lore (Names/Places),PROPN,False,12
wizards,Tolkien Lore (Names/Places),PROPN,False,3
wanderer,Advanced / Unknown,NOUN,False,10
fro,Advanced / Unknown,VERB,False,5
meeting,B2,NOUN,False,18
centre,A2,NOUN,False,6
inn,Tolkien Lore (Names/Places),NOUN,False,29
prance,A2,VERB,False,8
pony,Tolkien Lore (Names/Places),PROPN,False,91
butterbur,Tolkien Lore (Names/Places),PROPN,False,52
observation,A2,NOUN,False,1
convince,B2,VERB,False,2
itself,B1,PRON,True,28
native,B2,ADJ,False,2
northward,B1,ADV,False,17
whither,Advanced / Unknown,NOUN,True,8
suspect,A1,VERB,False,8
bring_over,Advanced / Unknown,VERB,False,2
abundantly,C2,ADV,False,1
wild,C1,ADJ,False,39
flourish,C1,VERB,False,1
warm,B1,ADJ,False,37
sheltered,Advanced / Unknown,ADJ,False,5
galenas,Advanced / Unknown,NOUN,False,1
esteem,Advanced / Unknown,VERB,False,1
fragrance,B1,NOUN,False,4
flower,B2,NOUN,False,35
carry_up,Advanced / Unknown,VERB,False,2
greenway,Tolkien Lore (Names/Places),PROPN,False,10
coming,Advanced / Unknown,NOUN,False,13
elendil,Tolkien Lore (Names/Places),PROPN,False,25
allow,A2,VERB,False,21
credit,B2,NOUN,False,3
wizard,C1,PROPN,False,59
take_up,Advanced / Unknown,VERB,False,13
ordering,Tolkien Lore (Names/Places),PROPN,False,1
farthings,Tolkien Lore (Names/Places),PROPN,False,4
each,B1,PRON,True,67
folkland,Advanced / Unknown,NOUN,False,2
bear,A1,VERB,False,76
leading,B1,ADJ,False,2
although,B1,SCONJ,True,7
proper,B2,ADJ,False,9
nearly,A2,ADV,False,51
tookland,Tolkien Lore (Names/Places),PROPN,False,2
bagginses,Tolkien Lore (Names/Places),PROPN,False,28
boffin,Tolkien Lore (Names/Places),NOUN,False,6
v,Tolkien Lore (Names/Places),PROPN,False,1
government,B2,NOUN,False,1
manage,B1,VERB,False,10
affair,B1,NOUN,False,12
food,B2,NOUN,False,50
generous,A1,ADJ,False,5
greedy,A2,ADJ,False,4
contented,Advanced / Unknown,ADJ,False,2
moderate,A1,ADJ,False,1
estate,B2,NOUN,False,1
trade,B2,NOUN,False,1
tend,A1,VERB,False,12
unchanged,B2,ADJ,False,3
norbury,Tolkien Lore (Names/Places),PROPN,False,2
ruin,B1,NOUN,False,22
wicked,C1,ADJ,False,5
troll,Tolkien Lore (Names/Places),NOUN,False,37
attribute,B1,VERB,False,1
law,A1,NOUN,False,7
free,B1,ADJ,False,40
rules,Tolkien Lore (Names/Places),PROPN,False,1
just,B2,ADV,True,133
pre,Advanced / Unknown,ADJ,False,1
eminent,C2,ADJ,False,1
office,A1,NOUN,False,5
oldbucks,Tolkien Lore (Names/Places),PROPN,False,1
moot,Advanced / Unknown,NOUN,False,2
captain,B1,NOUN,False,10
muster,Advanced / Unknown,NOUN,False,5
hobbitry,Tolkien Lore (Names/Places),PROPN,False,1
emergency,A2,NOUN,False,1
occur,B1,VERB,False,4
thainship,Tolkien Lore (Names/Places),PROPN,False,1
nominal,Advanced / Unknown,ADJ,False,1
dignity,B2,NOUN,False,3
special,B2,ADJ,False,11
respect,A1,NOUN,False,2
wealthy,A2,ADJ,False,2
liable,Advanced / Unknown,ADJ,False,2
produce,A2,VERB,False,5
every,B2,DET,True,59
temperament,C1,NOUN,False,1
latter,A1,ADJ,True,5
quality,A2,NOUN,False,1
tolerate,B2,VERB,False,1
generally,B2,ADV,False,5
require,A2,VERB,False,6
instance,B1,NOUN,False,6
official,A2,NOUN,False,2
mayor,B1,PROPN,False,4
elect,B2,VERB,False,1
seven,A2,NUM,False,22
lithe,Tolkien Lore (Names/Places),PROPN,False,1
midsummer,Tolkien Lore (Names/Places),PROPN,False,3
preside,Advanced / Unknown,VERB,False,1
banquet,Advanced / Unknown,NOUN,False,2
holiday,B1,NOUN,False,8
frequent,B1,ADJ,False,2
postmaster,Tolkien Lore (Names/Places),PROPN,False,1
shirriff,Tolkien Lore (Names/Places),PROPN,False,1
attach,B2,VERB,False,1
mayoralty,Advanced / Unknown,NOUN,False,1
service,A2,PROPN,False,8
watch,B1,PROPN,False,90
messengers,Tolkien Lore (Names/Places),PROPN,False,1
busy,B1,ADJ,False,22
constantly,B2,ADV,False,7
afternoon,A1,NOUN,False,20
walk,B1,NOUN,False,140
shirriffs,Tolkien Lore (Names/Places),PROPN,False,1
police,B2,NOUN,False,1
equivalent,Advanced / Unknown,NOUN,False,1
uniform,B2,NOUN,False,1
unknown,A2,ADJ,False,9
feather,B1,NOUN,False,7
cap,B2,NOUN,False,4
hayward,Advanced / Unknown,NOUN,False,1
policeman,A1,NOUN,False,1
straying,Advanced / Unknown,NOUN,False,1
twelve,B2,NUM,True,7
farthing,Tolkien Lore (Names/Places),PROPN,False,1
inside,B1,ADP,False,49
body,A1,NOUN,False,9
vary,B1,VERB,False,2
employ,B1,VERB,False,1
beat,A1,VERB,False,27
bound,A1,NOUN,False,6
outsider,B2,NOUN,False,1
nuisance,B1,NOUN,False,6
bounders,Tolkien Lore (Names/Places),PROPN,False,2
greatly,A2,ADV,False,9
complaint,B2,NOUN,False,1
prowl,C1,VERB,False,3
sign,B1,NOUN,False,66
notion,B1,NOUN,False,5
portend,Advanced / Unknown,VERB,False,1
sixty,B1,NUM,True,5
memorable,B1,ADJ,False,1
considerable,A1,ADJ,False,2
wealth,B2,NOUN,False,9
nephew,B2,NOUN,False,4
secret,A1,ADJ,False,59
finding,B2,PROPN,False,7
thirteen,B1,NUM,False,3
thorin,Tolkien Lore (Names/Places),PROPN,False,7
oakenshield,Tolkien Lore (Names/Places),PROPN,False,2
descendant,Advanced / Unknown,NOUN,False,4
companion,B1,NOUN,False,37
exile,B1,NOUN,False,7
astonishment,B1,NOUN,False,9
morning,B1,NOUN,False,100
april,Tolkien Lore (Names/Places),PROPN,False,3
quest,C1,NOUN,False,19
treasure,B1,NOUN,False,22
hoard,Advanced / Unknown,NOUN,False,7
beneath,B1,ADP,False,41
erebor,Tolkien Lore (Names/Places),PROPN,False,1
dale,Tolkien Lore (Names/Places),PROPN,False,29
successful,A1,ADJ,False,2
dragon,Tolkien Lore (Names/Places),PROPN,False,25
guard,A1,VERB,False,38
win,C1,VERB,False,6
armies,Tolkien Lore (Names/Places),PROPN,False,4
slay,Advanced / Unknown,VERB,False,10
deed,B1,NOUN,False,21
renown,C1,NOUN,False,1
scarcely,B1,ADV,False,1
earn,A2,VERB,False,2
annal,Advanced / Unknown,NOUN,False,3
accident,B2,NOUN,False,11
assail,Advanced / Unknown,VERB,False,7
happen,A1,VERB,False,56
mine,B1,NOUN,False,27
grope,Advanced / Unknown,VERB,False,12
vain,A2,NOUN,False,12
floor,B1,NOUN,False,37
pocket,B2,NOUN,False,25
luck,B2,NOUN,False,17
bottom,B1,NOUN,True,22
cold,B1,ADJ,False,102
lake,B2,NOUN,False,18
light,A2,NOUN,False,319
island,A2,NOUN,False,17
rock,A2,NOUN,False,44
gollum,Tolkien Lore (Names/Places),PROPN,False,73
loathsome,Advanced / Unknown,ADJ,False,2
paddle,B2,VERB,False,23
peer,A2,VERB,False,21
pale,A1,ADJ,False,82
luminous,Advanced / Unknown,ADJ,False,3
eye,B1,NOUN,False,245
blind,B2,ADJ,False,13
fish,A2,NOUN,False,8
raw,B1,ADJ,False,2
strangle,A1,VERB,False,2
struggle,B2,NOUN,False,13
gold,A1,NOUN,False,69
wearer,Advanced / Unknown,NOUN,False,1
invisible,B2,ADJ,False,11
precious,B2,ADJ,False,19
talk,A1,VERB,False,99
hide,B2,VERB,False,65
safe,A1,ADJ,False,36
hunt,A2,VERB,False,13
spy,B1,VERB,False,18
attack,A2,VERB,False,17
knife,A2,NOUN,False,18
serve,A2,VERB,False,18
sword,A1,NOUN,False,84
gain,B1,VERB,False,4
riddle,B2,PROPN,False,14
game,A2,NOUN,False,10
defeat,B1,VERB,False,15
lead,A1,VERB,False,102
wit,C1,NOUN,False,7
stump,Advanced / Unknown,VERB,False,5
cry_out,Advanced / Unknown,VERB,False,7
lad,Advanced / Unknown,NOUN,False,20
pick_up,Advanced / Unknown,VERB,False,22
authorities,Tolkien Lore (Names/Places),PROPN,False,1
differ,A2,VERB,False,1
whether,C1,SCONJ,True,31
question,B1,NOUN,False,43
strict,A2,ADJ,False,1
bind,A2,VERB,False,22
promise,A2,NOUN,False,14
press,B1,VERB,False,15
slimy,Advanced / Unknown,ADJ,False,4
might,B2,AUX,True,135
prove,A2,VERB,False,38
sacred,B2,ADJ,False,1
